Малын төрөл,Бүс,Код,Он,Утга
Ямаа,"3-р баг, Далан",3460155,2020,
Ямаа,"3-р баг, Далан",3460155,2019,0.0
Ямаа,"3-р баг, Далан",3460155,2018,0.0
Ямаа,"3-р баг, Далан",3460155,2017,0.0
Ямаа,"3-р баг, Далан",3460155,2016,0.0
Ямаа,"3-р баг, Далан",3460155,2015,0.0
Ямаа,"4-р баг, Дундсайхан",3460157,2025,0.0
Ямаа,"4-р баг, Дундсайхан",3460157,2024,0.0
Ямаа,"4-р баг, Дундсайхан",3460157,2023,
Ямаа,"4-р баг, Дундсайхан",3460157,2022,
Ямаа,"4-р баг, Дундсайхан",3460157,2021,
Ямаа,"4-р баг, Дундсайхан",3460157,2020,
Ямаа,"4-р баг, Дундсайхан",3460157,2019,0.0
Ямаа,"4-р баг, Дундсайхан",3460157,2018,0.0
Ямаа,"4-р баг, Дундсайхан",3460157,2017,0.0
Ямаа,"4-р баг, Дундсайхан",3460157,2016,0.0
Ямаа,"4-р баг, Дундсайхан",3460157,2015,0.0
Ямаа,"5-р баг, Зүүнсайхан",3460159,2025,0.0
Ямаа,"5-р баг, Зүүнсайхан",3460159,2024,0.0
Ямаа,"5-р баг, Зүүнсайхан",3460159,2023,0.0
Ямаа,"5-р баг, Зүүнсайхан",3460159,2022,
Ямаа,"5-р баг, Зүүнсайхан",3460159,2021,
Ямаа,"5-р баг, Зүүнсайхан",3460159,2020,
Ямаа,"5-р баг, Зүүнсайхан",3460159,2019,0.0
Ямаа,"5-р баг, Зүүнсайхан",3460159,2018,0.0
Ямаа,"5-р баг, Зүүнсайхан",3460159,2017,0.0
Ямаа,"5-р баг, Зүүнсайхан",3460159,2016,0.0
Ямаа,"5-р баг, Зүүнсайхан",3460159,2015,0.0
Ямаа,"6-р баг, Начин",3460161,2025,0.0
Ямаа,"6-р баг, Начин",3460161,2024,0.0
Ямаа,"6-р баг, Начин",3460161,2023,0.0
Ямаа,"6-р баг, Начин",3460161,2022,
Ямаа,"6-р баг, Начин",3460161,2021,
Ямаа,"6-р баг, Начин",3460161,2020,
Ямаа,"6-р баг, Начин",3460161,2019,0.0
Ямаа,"6-р баг, Начин",3460161,2018,0.0
Ямаа,"6-р баг, Начин",3460161,2017,0.0
Ямаа,"6-р баг, Начин",3460161,2016,0.0
Ямаа,"6-р баг, Начин",3460161,2015,0.0
Ямаа,"10-р баг, Начин",3460169,2025,0.0
Ямаа,"10-р баг, Начин",3460169,2024,0.0
Ямаа,"10-р баг, Начин",3460169,2023,0.0
Ямаа,"10-р баг, Начин",3460169,2022,
Ямаа,"10-р баг, Начин",3460169,2021,
Ямаа,"10-р баг, Начин",3460169,2020,
Ямаа,"10-р баг, Начин",3460169,2019,
Ямаа,"10-р баг, Начин",3460169,2018,
Ямаа,"10-р баг, Начин",3460169,2017,
Ямаа,"10-р баг, Начин",3460169,2016,
Ямаа,"10-р баг, Начин",3460169,2015,
Ямаа,"7-р баг, Оюут",3460163,2025,0.0
Ямаа,"7-р баг, Оюут",3460163,2024,0.0
Ямаа,"7-р баг, Оюут",3460163,2023,
Ямаа,"7-р баг, Оюут",3460163,2022,
Ямаа,"7-р баг, Оюут",3460163,2021,
Ямаа,"7-р баг, Оюут",3460163,2020,
Ямаа,"7-р баг, Оюут",3460163,2019,0.0
Ямаа,"7-р баг, Оюут",3460163,2018,0.0
Ямаа,"7-р баг, Оюут",3460163,2017,0.0
Ямаа,"7-р баг, Оюут",3460163,2016,0.0
Ямаа,"7-р баг, Оюут",3460163,2015,0.0
Ямаа,"8-р баг, Цагаан булаг",3460165,2025,0.0
Ямаа,"8-р баг, Цагаан булаг",3460165,2024,0.0
Ямаа,"8-р баг, Цагаан булаг",3460165,2023,
Ямаа,"8-р баг, Цагаан булаг",3460165,2022,
Ямаа,"8-р баг, Цагаан булаг",3460165,2021,0.0
Ямаа,"8-р баг, Цагаан булаг",3460165,2020,
Ямаа,"8-р баг, Цагаан булаг",3460165,2019,0.0
Ямаа,"8-р баг, Цагаан булаг",3460165,2018,0.0
Ямаа,"8-р баг, Цагаан булаг",3460165,2017,0.0
Ямаа,"8-р баг, Цагаан булаг",3460165,2016,0.0
Ямаа,"8-р баг, Цагаан булаг",3460165,2015,0.0
Ямаа,Баяндалай,34604,2025,0.0
Ямаа,Баяндалай,34604,2024,0.0
Ямаа,Баяндалай,34604,2023,
Ямаа,Баяндалай,34604,2022,
Ямаа,Баяндалай,34604,2021,
Ямаа,Баяндалай,34604,2020,0.3
Ямаа,Баяндалай,34604,2019,0.0
Ямаа,Баяндалай,34604,2018,0.0
Ямаа,Баяндалай,34604,2017,0.0
Ямаа,Баяндалай,34604,2016,0.0
Ямаа,Баяндалай,34604,2015,0.1
Ямаа,"1-р баг, Баян",3460451,2025,0.0
Ямаа,"1-р баг, Баян",3460451,2024,0.0
Ямаа,"1-р баг, Баян",3460451,2023,
Ямаа,"1-р баг, Баян",3460451,2022,
Ямаа,"1-р баг, Баян",3460451,2021,
Ямаа,"1-р баг, Баян",3460451,2020,0.2
Ямаа,"1-р баг, Баян",3460451,2019,0.0
Ямаа,"1-р баг, Баян",3460451,2018,0.0
Ямаа,"1-р баг, Баян",3460451,2017,0.0
Ямаа,"1-р баг, Баян",3460451,2016,0.0
Ямаа,"1-р баг, Баян",3460451,2015,0.0
Ямаа,"2-р баг, Наран",3460453,2025,0.0
Ямаа,"2-р баг, Наран",3460453,2024,0.0
Ямаа,"2-р баг, Наран",3460453,2023,
Ямаа,"2-р баг, Наран",3460453,2022,
Ямаа,"2-р баг, Наран",3460453,2021,
Ямаа,"2-р баг, Наран",3460453,2020,0.0
Ямаа,"2-р баг, Наран",3460453,2019,0.0
Ямаа,"2-р баг, Наран",3460453,2018,0.0
Ямаа,"2-р баг, Наран",3460453,2017,0.0
Ямаа,"2-р баг, Наран",3460453,2016,0.0
Ямаа,"2-р баг, Наран",3460453,2015,0.0
Ямаа,"3-р баг, Төхөм",3460455,2025,0.0
Ямаа,"3-р баг, Төхөм",3460455,2024,0.0
Ямаа,"3-р баг, Төхөм",3460455,2023,
Ямаа,"3-р баг, Төхөм",3460455,2022,
Ямаа,"3-р баг, Төхөм",3460455,2021,
Ямаа,"3-р баг, Төхөм",3460455,2020,0.0
Ямаа,"3-р баг, Төхөм",3460455,2019,0.0
Ямаа,"3-р баг, Төхөм",3460455,2018,0.0
Ямаа,"3-р баг, Төхөм",3460455,2017,0.0
Ямаа,"3-р баг, Төхөм",3460455,2016,0.0
Ямаа,"3-р баг, Төхөм",3460455,2015,0.0
Ямаа,Баян-Овоо,34607,2025,0.0
Ямаа,Баян-Овоо,34607,2024,0.0
Ямаа,Баян-Овоо,34607,2023,0.1
Ямаа,Баян-Овоо,34607,2022,0.1
Ямаа,Баян-Овоо,34607,2021,0.0
Ямаа,Баян-Овоо,34607,2020,0.0
Ямаа,Баян-Овоо,34607,2019,0.0
Ямаа,Баян-Овоо,34607,2018,0.0
Ямаа,Баян-Овоо,34607,2017,0.0
Ямаа,Баян-Овоо,34607,2016,0.0
Ямаа,Баян-Овоо,34607,2015,0.0
Ямаа,"1-р баг, Могойт",3460751,2025,0.0
Ямаа,"1-р баг, Могойт",3460751,2024,0.0
Ямаа,"1-р баг, Могойт",3460751,2023,
Ямаа,"1-р баг, Могойт",3460751,2022,0.1
Ямаа,"1-р баг, Могойт",3460751,2021,
Ямаа,"1-р баг, Могойт",3460751,2020,
Ямаа,"1-р баг, Могойт",3460751,2019,0.0
Ямаа,"1-р баг, Могойт",3460751,2018,0.0
Ямаа,"1-р баг, Могойт",3460751,2017,0.0
Ямаа,"1-р баг, Могойт",3460751,2016,0.0
Ямаа,"1-р баг, Могойт",3460751,2015,0.0
Ямаа,"2-р баг, Харзаг",3460753,2025,0.0
Ямаа,"2-р баг, Харзаг",3460753,2024,0.0
Ямаа,"2-р баг, Харзаг",3460753,2023,0.1
Ямаа,"2-р баг, Харзаг",3460753,2022,0.0
Ямаа,"2-р баг, Харзаг",3460753,2021,0.0
Ямаа,"2-р баг, Харзаг",3460753,2020,0.0
Ямаа,"2-р баг, Харзаг",3460753,2019,0.0
Ямаа,"2-р баг, Харзаг",3460753,2018,0.0
Ямаа,"2-р баг, Харзаг",3460753,2017,0.0
Ямаа,"2-р баг, Харзаг",3460753,2016,0.0
Ямаа,"2-р баг, Харзаг",3460753,2015,0.0
Ямаа,"3-р баг, Налих",3460755,2025,0.0
Ямаа,"3-р баг, Налих",3460755,2024,0.0
Ямаа,"3-р баг, Налих",3460755,2023,
Ямаа,"3-р баг, Налих",3460755,2022,
Ямаа,"3-р баг, Налих",3460755,2021,
Ямаа,"3-р баг, Налих",3460755,2020,
Ямаа,"3-р баг, Налих",3460755,2019,0.0
Ямаа,"3-р баг, Налих",3460755,2018,0.0
Ямаа,"3-р баг, Налих",3460755,2017,0.0
Ямаа,"3-р баг, Налих",3460755,2016,0.0
Ямаа,"3-р баг, Налих",3460755,2015,0.0
Ямаа,Булган,34610,2025,0.0
Ямаа,Булган,34610,2024,0.0
Ямаа,Булган,34610,2023,0.0
Ямаа,Булган,34610,2022,0.1
Ямаа,Булган,34610,2021,
Ямаа,Булган,34610,2020,0.3
Ямаа,Булган,34610,2019,0.0
Ямаа,Булган,34610,2018,0.0
Ямаа,Булган,34610,2017,0.0
Ямаа,Булган,34610,2016,0.1
Ямаа,Булган,34610,2015,0.0
Ямаа,"1-р баг, Дэн",3461051,2025,0.0
Ямаа,"1-р баг, Дэн",3461051,2024,0.0
Ямаа,"1-р баг, Дэн",3461051,2023,
Ямаа,"1-р баг, Дэн",3461051,2022,0.0
Ямаа,"1-р баг, Дэн",3461051,2021,
Ямаа,"1-р баг, Дэн",3461051,2020,0.1
Ямаа,"1-р баг, Дэн",3461051,2019,0.0
Ямаа,"1-р баг, Дэн",3461051,2018,0.0
Ямаа,"1-р баг, Дэн",3461051,2017,0.0
Ямаа,"1-р баг, Дэн",3461051,2016,0.0
Ямаа,"1-р баг, Дэн",3461051,2015,0.0
Ямаа,"2-р баг, Дал",3461053,2025,0.0
Ямаа,"2-р баг, Дал",3461053,2024,0.0
Ямаа,"2-р баг, Дал",3461053,2023,
Ямаа,"2-р баг, Дал",3461053,2022,
Ямаа,"2-р баг, Дал",3461053,2021,
Ямаа,"2-р баг, Дал",3461053,2020,0.1
Ямаа,"2-р баг, Дал",3461053,2019,0.0
Ямаа,"2-р баг, Дал",3461053,2018,0.0
Ямаа,"2-р баг, Дал",3461053,2017,0.0
Ямаа,"2-р баг, Дал",3461053,2016,0.0
Ямаа,"2-р баг, Дал",3461053,2015,0.0
Ямаа,"3-р баг, Хавцгайт",3461055,2025,0.0
Ямаа,"3-р баг, Хавцгайт",3461055,2024,0.0
Ямаа,"3-р баг, Хавцгайт",3461055,2023,0.0
Ямаа,"3-р баг, Хавцгайт",3461055,2022,0.0
Ямаа,"3-р баг, Хавцгайт",3461055,2021,
Ямаа,"3-р баг, Хавцгайт",3461055,2020,0.1
Ямаа,"3-р баг, Хавцгайт",3461055,2019,0.0
Ямаа,"3-р баг, Хавцгайт",3461055,2018,0.0
Ямаа,"3-р баг, Хавцгайт",3461055,2017,0.0
Ямаа,"3-р баг, Хавцгайт",3461055,2016,0.1
Ямаа,"3-р баг, Хавцгайт",3461055,2015,0.0
Ямаа,"4-р баг, Булган",3461057,2025,0.0
Ямаа,"4-р баг, Булган",3461057,2024,0.0
Ямаа,"4-р баг, Булган",3461057,2023,
Ямаа,"4-р баг, Булган",3461057,2022,
Ямаа,"4-р баг, Булган",3461057,2021,
Ямаа,"4-р баг, Булган",3461057,2020,0.0
Ямаа,"4-р баг, Булган",3461057,2019,0.0
Ямаа,"4-р баг, Булган",3461057,2018,0.0
Ямаа,"4-р баг, Булган",3461057,2017,0.0
Ямаа,"4-р баг, Булган",3461057,2016,0.0
Ямаа,"4-р баг, Булган",3461057,2015,0.0
Ямаа,Гурвантэс,34613,2025,0.0
Ямаа,Гурвантэс,34613,2024,0.0
Ямаа,Гурвантэс,34613,2023,
Ямаа,Гурвантэс,34613,2022,
Ямаа,Гурвантэс,34613,2021,
Ямаа,Гурвантэс,34613,2020,0.0
Ямаа,Гурвантэс,34613,2019,0.0
Ямаа,Гурвантэс,34613,2018,0.0
Ямаа,Гурвантэс,34613,2017,0.0
Ямаа,Гурвантэс,34613,2016,0.0
Ямаа,Гурвантэс,34613,2015,0.0
Ямаа,"1-р баг, Гоёот",3461351,2025,0.0
Ямаа,"1-р баг, Гоёот",3461351,2024,0.0
Ямаа,"1-р баг, Гоёот",3461351,2023,
Ямаа,"1-р баг, Гоёот",3461351,2022,
Ямаа,"1-р баг, Гоёот",3461351,2021,
Ямаа,"1-р баг, Гоёот",3461351,2020,
Ямаа,"1-р баг, Гоёот",3461351,2019,0.0
Ямаа,"1-р баг, Гоёот",3461351,2018,0.0
Ямаа,"1-р баг, Гоёот",3461351,2017,0.0
Ямаа,"1-р баг, Гоёот",3461351,2016,0.0
Ямаа,"1-р баг, Гоёот",3461351,2015,0.0
Ямаа,"2-р баг, Баясах",3461353,2025,0.0
Ямаа,"2-р баг, Баясах",3461353,2024,0.0
Ямаа,"2-р баг, Баясах",3461353,2023,
Ямаа,"2-р баг, Баясах",3461353,2022,
Ямаа,"2-р баг, Баясах",3461353,2021,
Ямаа,"2-р баг, Баясах",3461353,2020,
Ямаа,"2-р баг, Баясах",3461353,2019,0.0
Ямаа,"2-р баг, Баясах",3461353,2018,0.0
Ямаа,"2-р баг, Баясах",3461353,2017,0.0
Ямаа,"2-р баг, Баясах",3461353,2016,0.0
Ямаа,"2-р баг, Баясах",3461353,2015,0.0
Ямаа,"3-р баг, Тост",3461355,2025,0.0
Ямаа,"3-р баг, Тост",3461355,2024,0.0
Ямаа,"3-р баг, Тост",3461355,2023,
Ямаа,"3-р баг, Тост",3461355,2022,
Ямаа,"3-р баг, Тост",3461355,2021,
Ямаа,"3-р баг, Тост",3461355,2020,
Ямаа,"3-р баг, Тост",3461355,2019,0.0
Ямаа,"3-р баг, Тост",3461355,2018,0.0
Ямаа,"3-р баг, Тост",3461355,2017,0.0
Ямаа,"3-р баг, Тост",3461355,2016,0.0
Ямаа,"3-р баг, Тост",3461355,2015,0.0
Ямаа,"4-р баг, Урт",3461357,2025,0.0
Ямаа,"4-р баг, Урт",3461357,2024,0.0
Ямаа,"4-р баг, Урт",3461357,2023,
Ямаа,"4-р баг, Урт",3461357,2022,
Ямаа,"4-р баг, Урт",3461357,2021,
Ямаа,"4-р баг, Урт",3461357,2020,
Ямаа,"4-р баг, Урт",3461357,2019,0.0
Ямаа,"4-р баг, Урт",3461357,2018,0.0
Ямаа,"4-р баг, Урт",3461357,2017,0.0
Ямаа,"4-р баг, Урт",3461357,2016,0.0
Ямаа,"4-р баг, Урт",3461357,2015,0.0
Ямаа,"5-р баг, Бага-Овоо",3461359,2025,0.0
Ямаа,"5-р баг, Бага-Овоо",3461359,2024,0.0
Ямаа,"5-р баг, Бага-Овоо",3461359,2023,
Ямаа,"5-р баг, Бага-Овоо",3461359,2022,
Ямаа,"5-р баг, Бага-Овоо",3461359,2021,
Ямаа,"5-р баг, Бага-Овоо",3461359,2020,0.0
Ямаа,"5-р баг, Бага-Овоо",3461359,2019,0.0
Ямаа,"5-р баг, Бага-Овоо",3461359,2018,
Ямаа,"5-р баг, Бага-Овоо",3461359,2017,
Ямаа,"5-р баг, Бага-Овоо",3461359,2016,
Ямаа,"5-р баг, Бага-Овоо",3461359,2015,
Ямаа,Мандал-Овоо,34616,2025,0.0
Ямаа,Мандал-Овоо,34616,2024,0.0
Ямаа,Мандал-Овоо,34616,2023,
Ямаа,Мандал-Овоо,34616,2022,
Ямаа,Мандал-Овоо,34616,2021,
Ямаа,Мандал-Овоо,34616,2020,
Ямаа,Мандал-Овоо,34616,2019,0.0
Ямаа,Мандал-Овоо,34616,2018,0.0
Ямаа,Мандал-Овоо,34616,2017,0.0
Ямаа,Мандал-Овоо,34616,2016,0.0
Ямаа,Мандал-Овоо,34616,2015,0.0
Ямаа,"1-р баг, Өтгөн",3461651,2025,0.0
Ямаа,"1-р баг, Өтгөн",3461651,2024,0.0
Ямаа,"1-р баг, Өтгөн",3461651,2023,
Ямаа,"1-р баг, Өтгөн",3461651,2022,
Ямаа,"1-р баг, Өтгөн",3461651,2021,
Ямаа,"1-р баг, Өтгөн",3461651,2020,
Ямаа,"1-р баг, Өтгөн",3461651,2019,0.0
Ямаа,"1-р баг, Өтгөн",3461651,2018,0.0
Ямаа,"1-р баг, Өтгөн",3461651,2017,0.0
Ямаа,"1-р баг, Өтгөн",3461651,2016,0.0
Ямаа,"1-р баг, Өтгөн",3461651,2015,0.0
Ямаа,"2-р баг, Баянхошуу",3461653,2025,0.0
Ямаа,"2-р баг, Баянхошуу",3461653,2024,0.0
Ямаа,"2-р баг, Баянхошуу",3461653,2023,
Ямаа,"2-р баг, Баянхошуу",3461653,2022,
Ямаа,"2-р баг, Баянхошуу",3461653,2021,
Ямаа,"2-р баг, Баянхошуу",3461653,2020,
Ямаа,"2-р баг, Баянхошуу",3461653,2019,0.0
Ямаа,"2-р баг, Баянхошуу",3461653,2018,0.0
Ямаа,"2-р баг, Баянхошуу",3461653,2017,0.0
Ямаа,"2-р баг, Баянхошуу",3461653,2016,0.0
Ямаа,"2-р баг, Баянхошуу",3461653,2015,0.0
Ямаа,"3-р баг, Мандал",3461655,2025,0.0
Ямаа,"3-р баг, Мандал",3461655,2024,0.0
Ямаа,"3-р баг, Мандал",3461655,2023,
Ямаа,"3-р баг, Мандал",3461655,2022,
Ямаа,"3-р баг, Мандал",3461655,2021,
Ямаа,"3-р баг, Мандал",3461655,2020,
Ямаа,"3-р баг, Мандал",3461655,2019,0.0
Ямаа,"3-р баг, Мандал",3461655,2018,0.0
Ямаа,"3-р баг, Мандал",3461655,2017,0.0
Ямаа,"3-р баг, Мандал",3461655,2016,0.0
Ямаа,"3-р баг, Мандал",3461655,2015,0.0
Ямаа,Манлай,34619,2025,0.0
Ямаа,Манлай,34619,2024,0.0
Ямаа,Манлай,34619,2023,0.0
Ямаа,Манлай,34619,2022,
Ямаа,Манлай,34619,2021,
Ямаа,Манлай,34619,2020,
Ямаа,Манлай,34619,2019,0.0
Ямаа,Манлай,34619,2018,0.2
Ямаа,Манлай,34619,2017,0.0
Ямаа,Манлай,34619,2016,0.0
Ямаа,Манлай,34619,2015,0.0
Ямаа,"1-р баг, Өехий",3461951,2025,0.0
Ямаа,"1-р баг, Өехий",3461951,2024,0.0
Ямаа,"1-р баг, Өехий",3461951,2023,
Ямаа,"1-р баг, Өехий",3461951,2022,
Ямаа,"1-р баг, Өехий",3461951,2021,
Ямаа,"1-р баг, Өехий",3461951,2020,
Ямаа,"1-р баг, Өехий",3461951,2019,0.0
Ямаа,"1-р баг, Өехий",3461951,2018,0.1
Ямаа,"1-р баг, Өехий",3461951,2017,0.0
Ямаа,"1-р баг, Өехий",3461951,2016,0.0
Ямаа,"1-р баг, Өехий",3461951,2015,0.0
Ямаа,"2-р баг, Өгөөмөр",3461953,2025,0.0
Ямаа,"2-р баг, Өгөөмөр",3461953,2024,0.0
Ямаа,"2-р баг, Өгөөмөр",3461953,2023,0.0
Ямаа,"2-р баг, Өгөөмөр",3461953,2022,
Ямаа,"2-р баг, Өгөөмөр",3461953,2021,
Ямаа,"2-р баг, Өгөөмөр",3461953,2020,
Ямаа,"2-р баг, Өгөөмөр",3461953,2019,0.0
Ямаа,"2-р баг, Өгөөмөр",3461953,2018,0.0
Ямаа,"2-р баг, Өгөөмөр",3461953,2017,0.0
Ямаа,"2-р баг, Өгөөмөр",3461953,2016,0.0
Ямаа,"2-р баг, Өгөөмөр",3461953,2015,0.0
Ямаа,"3-р баг, Жаргалант",3461955,2025,0.0
Ямаа,"3-р баг, Жаргалант",3461955,2024,0.0
Ямаа,"3-р баг, Жаргалант",3461955,2023,0.0
Ямаа,"3-р баг, Жаргалант",3461955,2022,
Ямаа,"3-р баг, Жаргалант",3461955,2021,
Ямаа,"3-р баг, Жаргалант",3461955,2020,
Ямаа,"3-р баг, Жаргалант",3461955,2019,0.0
Ямаа,"3-р баг, Жаргалант",3461955,2018,0.0
Ямаа,"3-р баг, Жаргалант",3461955,2017,0.0
Ямаа,"3-р баг, Жаргалант",3461955,2016,0.0
Ямаа,"3-р баг, Жаргалант",3461955,2015,0.0
Ямаа,"4-р баг, Далай",3461957,2025,0.0
Ямаа,"4-р баг, Далай",3461957,2024,0.0
